,product_id,name,actual_price,discount_price,ratings,brand,category,description,average_rating,image
821,822,Hot Water Rubber Bag - Both Side Ribbed,370.0,329.0,4.0,Dimpu Poop-Cee,Beauty & Hygiene,"This Hot Water Bag ensures that the heat reaches the affected region, bringing relief from pain. For use, fill the bag with hot water and place it in the region of pain and the effect can be felt in minutes. It can be used as a natural body warmer and also for heat therapy treatment. It is useful in case of joint pains, muscular cramps, menstrual pains, muscle pull, stomach and backaches, arthritis and rheumatic pains, bed warmer, sports aches and pains.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
822,823,Choco Slab - Dark,155.0,155.0,4.8,Dukes,Snacks & Branded Foods,Dukes Dark compounds are ready to use: no tempering needed.,4.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
823,824,Powder - Cumin,55.0,51.0,4.3,Everest,"Foodgrains, Oil & Masala","Sourced from the well drained, loamy regions of Gujarat and Rajasthan. This type is much valued for its high percentage of essential oil content that gives it an intense flavor.
Cumin seeds has a penetrating musty, earthy flavor. Its a cooling spice. In the middle ages, cumin was believed to keep lovers faithful and chicken from straying. More recently, cumin has become popular because of its use in Mexican cooking.
A native of Egypt and the Mediterranean, cumin is now mostly produced in India. Gujarat, Rajasthan and Uttar Pradesh are the prominent producers.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
824,825,Eneloop Rechargeable Battery AA,550.0,399.0,2.2,Panasonic,"Kitchen, Garden & Pets","1. Low Self Discharge
2. Recharge up to 2100 times
Pre-charged with Solar Energy
3. Works in extreme temperature
4. Best choice for Photographers
5. Sustainable Lifestyle Change",2.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
825,826,Chutney Powder - Andhra Khara,50.0,50.0,4.3,Ask Foods,Snacks & Branded Foods,Ready to eat Chutney Powders.,4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
826,827,Refreshing Face & Body Wash - With Menthol,295.0,265.5,5.0,Bombay Shaving Company,Beauty & Hygiene,"A deeply enriching body wash, with menthol's cooling properties, that cleanses your skin and leaves it energised. Our Refreshing Face & Body Wash is thoughtfully formulated with unique odour-protect technology to keep you feeling fresh all day long. A body wash for both men and women, meticulously made without harsh chemicals - SLS & Paraben free. This shower gel will leave your skin re-charged. Perfect for everyday use, it is suitable for all skin types, dry, or oily.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
827,828,Instant Noodles - Duck Flavour,35.0,35.0,4.2,Mama,Gourmet & World Food,Mama Is The Most Popular Instant Thai Noodle Brand In The World With Over 50% Market Share In Thailand Noodle Market. It Is Widely Popular Amongst Not Only The Thai Community But Also Any Asian Community. This Is The Latest Flavor That We Have Introduced In Mama Instant Packet Range. A Unique Flavor That Is Quite Popular Due To Gentle Broth Flavor Of Anise And Cinnamon.,4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
828,829,"Casserole For Roti/Chapati - Cosmos, Orange",192.0,119.0,3.3,Asian,"Kitchen, Garden & Pets","Asian casseroles are made from food-grade materials and colours and come without gap inside lid fitting for better performance. You can now enjoy your favourite hot food anytime and anywhere. These casseroles are dishwasher safe, freezer safe, are elegantly shaped and are easy to handle. They come in fresh and attractive colours with graphic prints and have heavy PUF insulation for better performance. They are available in various sizes and gift sets.",3.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
829,830,Nourishing Face Moisturizing Lotion,85.0,63.0,4.3,Himalaya,Beauty & Hygiene,"Himalaya's Nourishing Face Moisturizing Lotion helps you recover lost natural moisture and nutrients due to the skin's frequent exposure to environmental extremes, pollution and chemicals. Himalaya's Nourishing Face Moisturizing Lotion helps you recover lost natural moisture and nutrients due to the skin's frequent exposure to environmental extremes, pollution and chemicals. It combines natural ingredients that restore your skin's vitality throughout the day. It is enriched with Aloe Vera, a natural moisturizer, rich in polysaccharides and enzymes, and White Lily that lighten your skin.The oils of Almond and Carrot Seed combine to protect your skin from the damage caused by exposure to pollution and sunlight. Nourishing Face Moisturizing Lotion is a perfect base for make-up.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
830,831,Skinguard Razor,350.0,297.5,3.9,Gillette,Beauty & Hygiene,The new Gillette Skinguard is a revolutionary razor that is designed for any man who loves his skin. This 2-bladed razor has a unique Skinguard technology that minimizes contact between the blades and your face. It is the first Gillette razor in India with double lubrastrips that leave your skin feeling smooth after the shave. So experience the new Gillette Skinguard today- for a shave that your skin will love.,3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
831,832,Mix - Badam Milk,105.0,105.0,4.3,Bambino,Beverages,Bambino Badam Milk Mix is enrich with saffron and almond flakes,4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
832,833,Fragrance Body Spray - 1 Good Morning & 2 Storm,398.0,318.4,4.3,Park avenue,Beauty & Hygiene,"This enigmatic body spray comes with a fine gourmand accord which will give a perfect start to your day. It is one of the highest-selling fragrances in India. This fragrance belongs to the Oriental family. A few sprays of this deodorant right after the bath will keep you fresh throughout the day and keep away body odour. Get this deodorant spray from Park Avenue and start every day on a fresh note.
For Beauty tips, tricks & more visit: https://bigbasket.blog/",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
833,834,Plastic Baby Toilet Potty - Assorted Colour,174.0,139.0,2.2,Aristo,Cleaning & Household,"Made from BPA free Virgin Plastic for strength and durability. It is suitable for boy and girl babies, easy to clean.",2.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
834,835,Skin Lightening Shiner Bleach With Diamond Dust,20.0,17.0,4.3,Olivia,Beauty & Hygiene,"Olivia Shiner Bleach gives you a unique sparkle. It comes with a Diamond Booster which includes pure Diamond Booster which includes Diamond dust that gives your skin that extra sparkle of diamonds. Sparkle like a diamond with this post bleach serum, enhanced with sunscreen that protects your skin against tanning. Reward your skin with instant fairness with the Olivia Shiner Bleach. Enriched with green tea extracts and specialised to help your skin glisten and glow, the Olivia Oxygen bleach is sure to leave your skin with an enhanced and brighter complexion. Precautions Before use: Always wash the area to be bleached with cold water and dry normally. Do not use face wash or cleansers. Always mix Diamond Booster containing diamond dust into the mixture of cream and activator to enhance bleaching effect. Do not bleach after a hot bath as pores are open or immediately after exposure to sunlight. Avoid use on broken, irritated skin. Never let Activator or Mixture get into the Cream bottle. Also, do not dip the spatula in the Activator but take the required quantity on the spatula and mix it on the given tray. Mild irritation is normal with bleaching. However, if it starts itching or burning, remove it immediately. Next day, add more cream and then apply. The proportion of cream and activator varies according to skin types. If irritation, itching or burning continues, apply ice after removing bleach cream. It is safe for skin with pimples. Never mix the cream and activator until you are ready to start its use. Before each use perform a patch test and follow enclosed directions. Though meant for sensitive skin, you are still advised to conduct a patch test in a small area of the arm. Depending on your skin type, the effect of OLIVIA SHINER BLEACH lasts for 2-3 weeks. However, use after 15-20 days is strongly recommended. For external use only/ keep away from children. Always store in a cool and dry place. Precautions Before use: Use of soap is not advisable after bleaching for at least 2 hours. Avoid going out into the sun after bleaching or use in the evening. Do not keep aside the mixed bleach for re-use.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
835,836,Lusciously Thick & Long Shampoo,215.0,215.0,4.2,Sunsilk,Beauty & Hygiene,"Sunsilk Lusciously Thick & Long shampoo, for visibly thicker hair that bounces with you! Thick & long hair is every Indian girls dream. Sunsilk Lusciously Thick & Long shampoo is Co-created with Teddy Charles, Hair Style Expert. Teddy Charles embodies Big Hair. He has been creating fabulous looks since he was a teenager & has a world-class range of high profile partnerships. More bounce, more life! Sunsilk Lusciously Thick & Long shampoos exclusive formula, is enriched with Keratin Yoghurt & nutrients, makes your hair look fuller, with more body and more bounce. So you have your hair always on your side.So when your hair is visibly thick, take your own hairstyle pick.For best results follow up with use of Sunsilk Lusciously Thick & Long conditioner. The conditioner comes with revolutionary conditioner technology for more manageability than ever before. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time you style it.Sunsilk Lusciously Thick & Long Shampoo gives you the freedom to style your hair the way you want. Now, Get 24K Gold plated Hair accessory free with this pack. So girls. Shine on this Diwali.Based on lab test on Sunsilk system vs. unclean hairSunsilk Lusciously Thick & Long shampoo, for visibly thicker hair that bounces with you! Thick & long hair is every Indian girls dream. Sunsilk Lusciously Thick & Long shampoo is Co-created with Teddy Charles, Hair Style Expert. Teddy Charles embodies Big Hair. He has been creating fabulous looks since he was a teenager & has a world-class range of high profile partnerships. More bounce, more life! Sunsilk Lusciously Thick & Long shampoos exclusive formula, is enriched with Keratin Yoghurt & nutrients, makes your hair look fuller, with more body and more bounce. So you have your hair always on your side.So when your hair is visibly thick, take your own hairstyle pick.For best results follow up with use of Sunsilk Lusciously Thick & Long conditioner. The conditioner comes with revolutionary microsheet technology for more manageability than ever before. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time your style it.Sunsilk Lusciously Thick & Long Shampoo gives you the freedom to style your hair the way you want. Based on lab test on Sunsilk system vs. unclean hairSunsilk Lusciously Thick & Long shampoo, for visibly thicker hair that bounces with you! Thick & long hair is every Indian girls dream. Sunsilk Lusciously Thick & Long shampoo is Co-created with Teddy Charles, Hair Style Expert. Teddy Charles embodies Big Hair. He has been creating fabulous looks since he was a teenager & has a world-class range of high profile partnerships. More bounce, more life! Sunsilk Lusciously Thick & Long shampoos exclusive formula, is enriched with Keratin Yoghurt & nutrients, makes your hair look fuller, with more body and more bounce. So you have your hair always on your side.So when your hair is visibly thick, take your own hairstyle pick.For best results follow up with use of Sunsilk Lusciously Thick & Long conditioner. The conditioner comes with revolutionary microsheet technology for more manageability than ever before. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time your style it.Sunsilk Lusciously Thick & Long Shampoo gives you the freedom to style your hair the way you want. Based on lab test on Sunsilk system vs. unclean hair* Based on lab test of volume with Sunsilk system vs. unclean hairFeatures and BenefitsGives you 2x thicker looking hair*Co-created with Teddy Charles - Hair style expertEnriched with Keratin Yogurt Provides hair with essential nutrientGives hair natural body and bounceMakes your hair look fuller with more body and more bounceGet 24K Gold plated Hair accessory free with this pack. So girls. Shine on this Diwali.  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
836,837,Chicken Masala,38.0,38.0,4.2,Everest,"Foodgrains, Oil & Masala","Everest Masala - Chicken this blend, the flavoring agents slightly predominate the flavor elements. Consequently the blend is fewer steeped in spiciness. For chicken curry, this gives the correct balance between the other ingredients and spice-elements in the dish.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
837,838,Instant Mix - Ragi Idli,65.0,65.0,4.5,FarmVeda,Snacks & Branded Foods,"This product is natural, nutritious, preservative free, traditional and tastes like homemade food. The Ragi Idlis will be soft, tasty when prepared and it is calcium-rich. The rich nutrients and the dietary fibre are making it a perfect breakfast. It is a perfect dish for children. Serve the yummy Idlis with Farmveda chutney podi or groundnut chutney podi for an unforgettable experience. The farmers who own FarmVeda ensures that the best quality food reaches your table. All the profits of Farmveda will go back to the farmers. Our goal is to make 110 million farmers of India prosperous.",4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
838,839,Strong Teeth Anticavity Toothpaste With Amino Shakti - Saver Pack,434.0,344.96,4.3,Colgate,Beauty & Hygiene,"Your trusted Colgate Strong Teeth Toothpaste now comes with Amino Shakti, *a unique formula containing Arginine with an insoluble source of calcium and fluoride. This new, best ever Colgate STRONG Teeth formula (^vs previous formula), with Amino Shakti, provides 4X strengthening power** by providing protection from a mineral loss against acid attack vs. an ordinary fluoride toothpaste. The toothpaste helps add natural calcium ~from saliva through fluoride action and strengthens teeth from within.This anticavity toothpaste also provides cleaner teeth and fresher breath with regular use, when used as directed as a part of your daily oral care hygiene and regular professional care routine, as directed by a dentist. Colgate, India’s No.1 Toothpaste (#Based on market share data), is always 100% vegetarian toothpaste.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
839,840,Vanilla-Infused Honey,120.0,102.0,3.4,Honey Twigs,Gourmet & World Food,"Honey Twigs is made with the finest natural Vanilla powder from Kerala, infused with our Premium, Unadultered and Pure Honey gives it as exquisite flavor, making it a perfect addition to your desserts, beverages or creating a healthy addiction. 

Measured as a teaspoon, this is your perfect mess-free sweetener, replacing table sugar for everyday use. #HiHoneyByeSugar 

If you are looking to boost your immunity, look no further!  
Honey Twigs is also a great companion if you want to manage your weight more effectively and improve your digestion. Recent studies show that people who consume honey with warm water every morning, showed significant improvement in stamina, digestion, cholesterol level & waist/hip size, helping them live healthier lifestyles. This superfood has high fructose content, making it a well-known cure for colds and mouth, throat or bronchial irritations and infections too. 
At Honey Twigs our mission is to help you live healthier lifestyles by making small changes in every day eating habits.",3.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
840,841,"Cheese - Organic, Cheddar, Pepper",282.0,239.7,3.1,Akshayakalpa,"Bakery, Cakes & Dairy","Cheddar cheese is the most popular type of cheese in the UK. Akshayakalpa Pepper Cheddar is handcrafted, organic, and an absolute delight for cheese lovers. No preservatives, artificial additives or flavouring, and emulsifiers are used in this mild cheddar cheese.Made using 100% pure and organic cow milk, our Artisan Organic Cheddar proves to be a nutritious addition to your daily meals. ? Unlike industrial methods where artificial emulsifiers and preservatives are used, our cheese is preserved using 100% natural Himalayan Pink Salt for longer life. ? The milk used to make this delectable cheese is produced by our well-nourished, stress-free and healthy cows. Our cattle are fed pesticide-free fodder and allowed to roam freely in open paddock areas which have an abundance of organic pasture and clean drinking water. ? Made using the artisanal method, we add microbial rennet to produce fresh cheddar instead of animal rennet. The cheese blocks are aged for 3 months in ripening rooms where extensive checks are conducted every day to keep them mould-free.",3.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
841,842,Signature Gold Black Musk & Cedar Wood Perfume,450.0,315.0,4.0,Axe,Beauty & Hygiene,"Make your presence felt extra-ordinary with Axe's Signature Gold Black Musk & Cedar Wood Perfume. This warm, woody fragrance, with the traditional scent of black musk and distinctive cedarwood, is symbolic of your days gone by and adventures yet to come. The kind of fragrance to don Ray-Bans and rock a scruffy beard. Just spray it on your pulse points; the heat generated by your pulse intensifies the fragrance and amplifies its projection. With this perfume, you’ll make an impression that lingers on. Catch attention and arouse curiosity in the moments that count.
The world’s #1 Male Deodorant brand Axe, presents ‘Axe Signature Gold’ Ultra-Premium Perfumes, a range of fine fragrances that are packaged in beautiful and stylish matte glass bottles. Designed by the world’s leading perfumers, each Axe Signature Gold fragrance is specially crafted with some of the world’s most exotic and refined ingredients to bring out what’s unique in you. The Axe Signature Gold range of ultra-premium perfumes is also a perfect gift for your loved ones.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
842,843,Charm Avatar Deodorant & Body Spray Perfume For Men,199.0,129.0,4.0,Set Wet,Beauty & Hygiene,"Switch on your charm and bring Lovistaan alive every morning! You know what they want. You are not afraid to make the first move. You are 100% compatible with every sun sign. Feel like the real love guru with Set Wet Charm Avatar men’s deodorant. This deo for men has an attractive musky fragrance with a whiff of lavender, accents of cardamom and a trace of peppermint. Don your Charm Avatar and make this Set Wet deodorant spray perfume your plus one.
Set Wet Avatar range of deodorants for men is a burst of colour, energy, and passion that comes with the prime of youth. It is a collection sunny, sporty and charming fragrance for men that are perfectly suited to deliver to your varying avatars. Set Wet Avatar range of deo for men prevents body odour caused by the bacterial breakdown of perspiration in armpits and other areas of the body. This range of deodorant spray for men are perfect for everyday use, and can be used on both body and clothes. Set Wet is a Brand with an agenda of making men feel great again by bringing back confidence in them.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
843,844,Premium Panchphoran,160.0,160.0,5.0,Delight Foods,Snacks & Branded Foods,"Bengali Panch Phoran is a wonderful mix of 5 different spices - Cumin seeds, Fenugreek seeds, Ajwain, Fennel seeds & Mustard. All the five ingredients are mixed in an ideal proportion to replicate the authentic mix used from ages ago. Panch Phoran not help in digestion but also adds that extra flavourful & aromatic note to your food. Our Panch Phoran/Panchphoran is processed & packed in the most hygienic kitchen by experienced women from a Self Help Group in Bengal. Their knowledge & expertise in local recipes ensure that the product is authentic and superior in quality. Order this Bengali wonder today to make your meal healthy and flavourful.",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
844,845,India's No-1 Fluoride Free Toothpaste,100.0,98.0,4.3,Dabur Meswak,Beauty & Hygiene,"If you want to start your day with something that is truly unique go grab a pack of Dabur Meswak today.  Dabur Meswak is made from pure extract of rare Miswak herb which grows slowly, resisting the brutal forces of nature amidst the sand dunes of Africa and South Asia. Even a small portion of this herb is capable of providing Complete Oral Care to you.  The ingredients of Miswak herb truly make Dabur Meswak unique. It has Resins that form a layer over the enamel - protecting against caries; Silica which removes stains; Alkaloids exerts a bactericidal effect and stimulatory action on gingival, Essential oils stimulates the flow of saliva which works as an antiseptic, Vitamin C helps in healing and repair of tissues, etc. The best part of this unique toothpaste is the amazing mouthfeel it leaves behind, which lasts the whole day.  What’s more, Dabur Meswak is also India’s No.1 non-fluoride toothpaste which makes it different from 80% of the regular toothpaste that is in the market today. Hence it a smarter option as excess fluoride can lead to dental fluorosis. So, choose well for your family. Choose Dabur Meswak today.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
845,846,Cookies - Pista Badam,150.0,135.0,4.2,Unibic,Snacks & Branded Foods,"As nutritious as tasty, every bite of this cookie makes any moment an occasion to cherish. Every time a cookie lover reaches out for a real cookie, the only one that will meet the craving is the cookie with more. With more richness and more choices, Unibic Cookies are bursting with flavour and the abundance of more butter, chocolate, pista, cashew, and other rich ingredients. With over 30 variants including 7 sugar-free flavours, Unibic has something more for the entire family.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
846,847,Active Sport Face Wash,180.0,126.0,4.4,Himalaya Men,Beauty & Hygiene,"India's first-ever face wash created through an exclusive association with Royal Challengers Bangalore, Himalaya Men Active Sport Face Wash, a soap-free, herbal formulation, specially designed for men with an active lifestyle. The unique 3 herb complex of Orange, Mint, and Red Ginseng removes oil, sweat, and dirt to re-energize, refresh, and brighten skin.",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
847,848,"Steel Lunch/Tiffin Box - Large, InsuLock",477.0,349.0,5.0,NanoNine,"Kitchen, Garden & Pets","NanoNine Stainless Steel double wall insulated lunch box is World's First Leak-proof PUF Insulated lunch box. The clip joint is designed to function like a hinge making it easy to attain leak-proof and airtight condition. The clips are Unbreakable and can be detached from the lid. Pull the air-vent lock to release the vacuum inside the steel tiffin, making it easy to open the lid. Carry your lunch in this world's first leak-proof insulated lunch box without any spillages or leakages. Lunch Pack is made with Rust Free and Corrosion Resistant Stainless Steel Double wall body and Insulated with PUF coating between the walls to prevent heat & nutrition loss. The airtight lid of the lunch box keeps food fresh for hours. Instantly transfer the Steamy Hot Content into the Tiffin to its full capacity, place the partition plate and lock the lid without delay. Do not open multiple times and store in Non AC Environment. NanoNine Insulock lunch box is the world's first Leak-Proof Stainless steel Insulated Tiffin. NanoNine Insulock is here to satisfy the need of every individual out there looking for a lunch box. From insulation to keeping food hot for hours to being leak-proof, it's got everything. It's suitable for all ages who need classy, but more importantly, an all in one lunch box. NanoNine takes pride in bringing Innovative Products that ""Makes Life Simpler"".  It provides you with a high-quality stainless steel insulated utensils, tableware and dinnerware. The product range includes casseroles, tiffin's, lunch boxes, Tea Pots, bottle set.",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
848,849,Sambal - Oelek,240.0,240.0,3.9,Ongs,Gourmet & World Food,"Sambal is a hot paste, famous in South East Asia, and is made from a mixture of a variety of chilli peppers with some secondary ingredients. It can be served raw or cooked. This paste will impart a distinctive hot taste to any cuisine, especially meat, poultry, seafood, and vegetable.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
849,850,Hemp Seed Oil Body Wash With Neem,399.0,399.0,4.5,ST. D'VENCE,Beauty & Hygiene,"Hemp Seed Oil and Aloe Vera, rich in polyunsaturated and essential fatty acids with skin nourishing and anti-inflammatory properties, come together in an indulgent body wash, with the goodness of 100% pure Hemp Seed Oil and Aloe Vera which relieves skin irritation and protects skin ageing. Infused with the antibacterial properties of pure Neem, this shower gel from ST D‚¬„¢VENCE tones and heals the skin. So, pamper your skin and awaken your senses every day with this soothing and refreshing shower gel.",4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
850,851,Organic - Chia,325.0,243.75,2.6,Bagrrys,Snacks & Branded Foods,"Chia are nutritious and healthy seeds, with High Protein and Fibre. They are rich plant source of Omega-3. They are also called Runners food because of their power packed protein punch.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
851,852,Baby Cream,260.0,214.0,4.3,Himalaya Baby,Baby Care,"A Specially formulated soft cream for dry cheeks, tender noses, rubbed elbows and knees. Olive Oil improves Skin lustre, Country Mallow, an anti-oxidant, protects and soothes skin.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
852,853,Namkeen - Congress,72.0,72.0,3.7,Sanjay ,Snacks & Branded Foods,Made with Roasted groundnut,3.7000000000000006,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
853,854,Hand Wash - Orange Peel,99.0,99.0,4.0,50ap,Beauty & Hygiene,"Perk up your senses with this light and uber lathering, Orange Peel handwash. It has a delightful, summery and just right to make your day tropical. This fresh, ultra lathering anti-bacterial & moisturising hand wash gently cleanses your skin, while the energising and delicious scent Orange peel smell so delightful that it uplifts your senses and leaves the skin feeling so clean and soft.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
854,855,Bhujia Sev,140.0,140.0,4.2,Haldirams ,Snacks & Branded Foods,"EAN Code: 401772  Country of origin: India  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
855,856,Planter Pot - Medium No 3 Brown,110.0,110.0,3.6,Ratan,"Kitchen, Garden & Pets","Ratan Plasticware, an ISO 9001 - 2008 Certified Company, is a pioneer in household plastics. With presence in USA, UK, Europe, South & Central America, Asia, India and many more countries across the globe serving millions of satisfied customers it adheres to strict quality guidelines meeting international standards. All its products are made of BPA free virgin plastic using food grade material. Its range spreads across Food Storage Containers, Dust Bins, Storage Bins, Buckets, Basins, Laundry Baskets, Shopping Baskets, Waste Baskets, Trays, Jugs (Pitchers), Glasses, Plates, Bowls, Collanders, Pet Bowls, Stools, Tubs, Planters, Shoe Box, Juicer, Cutlery Holder, Strainer, etc.",3.6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
856,857,Aluminium Large Round Mould - Assorted Colour,759.0,379.0,1.0,HAZEL,"Kitchen, Garden & Pets","Ideal for the baker in you, who loves the perfection in recipes. Hazel has come with best quality aluminium moulds to add excellence to your baking interests. aluminium is the best material for baking, the construction allows for consistent, even heating and it has better heat conductivity than any other bakeware. The food-grade aluminium moulds are perfectly safe and healthy options for your homes. A durable and resistant to dents bakeware. It is easy to use and clean. The mould is large and round in shape and you can go from traditional to trendy. The versatility of shape is one of the beauties of the product. You’re guaranteed the perfect cake every time! A mould is a hassle-free option for your Multi-layered Cakes, Cheesecakes, Coffee Cakes, Frozen Desserts.",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
857,858,Sliced Jalapeno,150.0,135.0,4.4,Tify,Gourmet & World Food,"Tify Sliced Jalapeno can be used in sauces, soups, general Cooking, add them to a burger or sandwich for that extra spicy flavour. Jalapeno has antioxidant properties and it helps to relieve headache.",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
858,859,Homemade  Seedless Amla Pickle - No Preservatives,475.0,475.0,3.1,Vaada,Snacks & Branded Foods,"Skillfully handcrafted to perfection and painstakingly cut into bite size pieces, Vaada Amla is Seedless homemade pickle with a healthy twist. It is a creative bridge between chutneys, sauces and condiments. It is prepared using choicest unblemished amla each individually checked for its quality. Freshly roasted and ground spices give it a unique taste. Cleanliness and strict hygiene is adhered to throughout the pickle making process. Premium quality fresh spices, Hing, Raw Apple Cider Vinegar, Rock Salt, Sesame seeds and an artful mixed sesame and mustard oils are used for their healing and digestive health benefits. Our pickle is naturally cultured and is free of any artificial preservatives. Our pickles urge you to be Bold, Creative, Modern while rooted in tradition in their boundlessness usage as a compliment to all cuisines.",3.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
